Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Assistance - Explication en ligne - Data Analyst,OBCS-3023,Assistance,Terminé,,Vivien DAKPOGAN,2.5,19/juin/24 10:52,Relance sur données à supprimer + Requêtes,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-3021,Assistance,Terminé,,Vivien DAKPOGAN,1.24,19/juin/24 10:52,Appel pour confirmer la disponibilité pour séance de travail,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-3019,Assistance,Terminé,,Vivien DAKPOGAN,3.25,19/juin/24 10:52,Revue des écarts de Paie + Traitement,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-3017,Assistance,Terminé,,Vivien DAKPOGAN,13.3,19/juin/24 10:52,Revue des écarts de Paie + Traitement,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-3016,Assistance,Terminé,,Vivien DAKPOGAN,25.08,19/juin/24 10:52,Revue + Correction Paie,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Relance sur Requête en cours - Explication en ligne - Comptable,OBCS-2999,Assistance,Terminé,,Vivien DAKPOGAN,1,19/juin/24 10:51,Notifier que le problème d'écart sur la balance de 2021 demeure,Explication en ligne,Appel Téléphonique,EGBV,,Relance sur Requête en cours,
Assistance - Explication en ligne - Comptable,OBCS-2998,Assistance,Terminé,,Vivien DAKPOGAN,7.56,19/juin/24 10:51,Retour su r problème posé et pistes de solution,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2997,Assistance,Terminé,,Vivien DAKPOGAN,4.12,19/juin/24 10:51,Assistance pour comptabilisation d'opération de vente à cheval sur 2 exercices (2022 et 2023) mais devant impacter que le chiffre d'affaire de 2023,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-2996,Assistance,Terminé,,Vivien DAKPOGAN,2.08,19/juin/24 10:51,Relance sur retour après les travaux du consultant,Explication en ligne,Appel Téléphonique,NOAH,,Autres,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2995,Assistance,Terminé,,Vivien DAKPOGAN,1.29,19/juin/24 10:51,Appel pour notifier la vérification et la revue de la paie,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2994,Assistance,Terminé,,Vivien DAKPOGAN,3.21,19/juin/24 10:51,Débrief etat de la paie et écarts,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Gestionnaire de Stock,OBCS-2993,Assistance,Terminé,,Vivien DAKPOGAN,0.25,19/juin/24 10:51,Appel pour notifier l'intégration du stock initial,Explication en ligne,Appel Téléphonique,ROCFED,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2984,Assistance,Terminé,,Vivien DAKPOGAN,1.55,19/juin/24 10:51,Appel pour les accès sur Demande de sortie de caisse,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2983,Assistance,Terminé,,Vivien DAKPOGAN,2.15,19/juin/24 10:51,Appel pour revue des accès,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2982,Assistance,Terminé,,Vivien DAKPOGAN,2.3,19/juin/24 10:51,Assistance pour saisir des opérations de transferts de compte bancaire,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2981,Assistance,Terminé,,Vivien DAKPOGAN,3.5,19/juin/24 10:51,Assistance sur Opérations achats non comptabilisées,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2973,Assistance,Terminé,,Vivien DAKPOGAN,6.14,19/juin/24 10:51,Appel pour confirmer le traitement des épouses et la prise en charge dans le nombre de part vs coefficient,Explication en ligne,Appel WhatsApp,SERTEM,,Assistance,
Relance sur Bug en cours - Explication en ligne - Responsable IT,OBCS-2972,Assistance,Terminé,,Vivien DAKPOGAN,5.48,19/juin/24 10:51,"Appel pour relancer sur Bugs en cours Congés et autres absences, capacités de stockage expression de besoin, échanges sur le nombre d'épouse/fichier du personnel",Explication en ligne,Appel WhatsApp,SERTEM,,Relance sur Bug en cours,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-2971,Assistance,Terminé,,Vivien DAKPOGAN,0.58,19/juin/24 10:51,Appel pour confirmer la mise à jour du fichier du personnel + Demande de relancer la paie,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2970,Assistance,Terminé,,Vivien DAKPOGAN,1.18,19/juin/24 10:51,Appel pour échanger sur des écritures comptables constatées enregistrées à Décembre 2023 après échange avec la comptabilité,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2969,Assistance,Terminé,,Vivien DAKPOGAN,3.29,19/juin/24 10:51,Appel pour échanger sur des écritures comptables constatées enregistrées à Décembre 2023,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2966,Assistance,Terminé,,Vivien DAKPOGAN,0.07,19/juin/24 10:51,Appel pour signaler la résolution du bug,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Signaler Server Error - Explication en ligne - Data Analyst,OBCS-2965,Assistance,Terminé,,Vivien DAKPOGAN,0.15,19/juin/24 10:51,Appel pour signaler Server Error,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Signaler Server Error,
Relance sur Requête en cours - Explication en ligne - Chef de Projet,OBCS-2963,Assistance,Terminé,,Vivien DAKPOGAN,2.5,19/juin/24 10:51,"Appel pour sonner l'alerte sur la résolution du point CRM, le DG insatisfait",Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Assistance - Explication en ligne - Chef de Projet,OBCS-2962,Assistance,Terminé,,Vivien DAKPOGAN,1.47,19/juin/24 10:51,Appel pour interpeller sur certains points additifs à traiter,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2961,Assistance,Terminé,,Vivien DAKPOGAN,20.12,19/juin/24 10:51,Séance de travail en ligne pour révision des budgets récupérés sur Projets,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Relance sur Requête en cours - Explication en ligne - Chef de Projet,OBCS-2960,Assistance,Terminé,,Vivien DAKPOGAN,2.41,19/juin/24 10:51,Rappel pour réexplicitions au comptable + Relance sur bug CRM,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Assistance - Explication en ligne - Chef de Projet,OBCS-2959,Assistance,Terminé,,Vivien DAKPOGAN,0.38,19/juin/24 10:51,Appel explicative après mail Migration de données sur les points de Ressaisie manuelle + CRM,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2954,Assistance,Terminé,,Vivien DAKPOGAN,0.45,19/juin/24 10:51,Appel pour relancer la séance de formation sur Opérations avec Mme Kadjatou,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Relance sur Requête en cours - Explication en ligne - Gestionnaire de Stock,OBCS-2953,Assistance,Terminé,,Vivien DAKPOGAN,3.42,19/juin/24 10:51,Appel pour relancer sur l'intégration de méthode d'entrée en stock,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Relance sur Requête en cours,
Assistance - Explication en ligne - Contrôleur de gestion,OBCS-2952,Assistance,Terminé,,Vivien DAKPOGAN,3.02,19/juin/24 10:51,Appel pour mise en route OBC,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2935,Assistance,Terminé,,Vivien DAKPOGAN,3.54,19/juin/24 10:50,Revue numérotation des journaux après suppression des écritures manuelles,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2925,Assistance,Terminé,,Vivien DAKPOGAN,0.27,19/juin/24 10:41,Appel pour notifier la résolution de l'Erreur Serveur,Explication en ligne,Appel WhatsApp,KORI TRANSPORT,,Assistance,
Signaler Server Error - Autres (Précisez dans la description) - Data Analyst,OBCS-2924,Assistance,Terminé,,Vivien DAKPOGAN,0.22,19/juin/24 10:41,Prise en charge de la requête,Autres (Précisez dans la description),Appel WhatsApp,KORI TRANSPORT,,Signaler Server Error,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2907,Assistance,Terminé,,Vivien DAKPOGAN,2.33,19/juin/24 10:40,"Appel pour explication après échange avec Martial, sur la possibilité de modifier les numéros d'imputation",Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2906,Assistance,Terminé,,Vivien DAKPOGAN,2.23,19/juin/24 10:40,Appel pour échange sur la suppression des écritures manuelles vs la numérotation des Imputations,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2905,Assistance,Terminé,,Vivien DAKPOGAN,1.3,19/juin/24 10:40,Appel pour certifier la compréhension du mail lié à la suppression et au Backup des données,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2904,Assistance,Terminé,,Vivien DAKPOGAN,1.31,19/juin/24 10:40,Appel pour confirmer disponibilité de certains ordinateur + Planification séance de travail,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2903,Assistance,Terminé,,Vivien DAKPOGAN,1.09,19/juin/24 10:40,Appel pour confirmer le traitement du point stock + Revue Budget,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Directeur Logistique,OBCS-2902,Assistance,Terminé,,Vivien DAKPOGAN,4.29,19/juin/24 10:40,Appel pour confirmer le traitement du point + Echange avec Gestionnaire de stock,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Directeur Logistique,OBCS-2901,Assistance,Terminé,,Vivien DAKPOGAN,0.28,19/juin/24 10:40,Appel pour annoncer la prise en main de la requête,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Directeur Logistique,OBCS-2900,Assistance,Terminé,,Vivien DAKPOGAN,2.28,19/juin/24 10:40,Appel pour relancer sur 2 points : Stock initial + Accès Assi,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Relance sur Requête en cours - Explication en ligne - Directeur Administratif et Financier,OBCS-2899,Assistance,Terminé,,Vivien DAKPOGAN,4.31,19/juin/24 10:40,"Appel pour échange + Finalisation RH, échange avec RH",Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Relance sur Requête en cours,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2898,Assistance,Terminé,,Vivien DAKPOGAN,2.53,19/juin/24 10:40,Appel point rapide + Point RH sur le fichier du personnel à traiter,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2860,Assistance,Terminé,,Vivien DAKPOGAN,1.28,19/juin/24 10:40,Retest jusqu'à validation : Message d'erreur à la validation,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Directeur Général,OBCS-2859,Assistance,Terminé,,Vivien DAKPOGAN,3.52,19/juin/24 10:40,"Rappel pour échanges avec DG, Planification Gouvernance cette semaine",Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Assistance - Explication en ligne - Directeur Général,OBCS-2858,Assistance,Terminé,,Vivien DAKPOGAN,0.09,19/juin/24 10:40,"Appel sur demande, mais pas eu d'échange vétitable",Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2852,Assistance,Terminé,,Vivien DAKPOGAN,1.3,19/juin/24 10:40,Retour sur anomalie signalée,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2851,Assistance,Terminé,,Vivien DAKPOGAN,2.5,19/juin/24 10:40,Appel pour signifier la non réception des mails liés au Workflow,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2850,Assistance,Terminé,,Vivien DAKPOGAN,1.2,19/juin/24 10:40,Appel pour signifier la résolution du problème,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2849,Assistance,Terminé,,Vivien DAKPOGAN,2.33,19/juin/24 10:40,Appel pour demander la modif des workflows,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2848,Assistance,Terminé,,Vivien DAKPOGAN,14.5,19/juin/24 10:40,Paramétrage d'un véhicule et rattachement à son axe analytique,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2847,Assistance,Terminé,,Vivien DAKPOGAN,6.15,19/juin/24 10:40,Relance sur les points en pending + Enregistrement véhicule,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2844,Assistance,Terminé,,Vivien DAKPOGAN,6.44,19/juin/24 10:39,"Revue des points en pending sur la paie, planification séance du Jeudi",Explication en ligne,Appel Téléphonique,SERTEM,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2843,Assistance,Terminé,,Vivien DAKPOGAN,1.06,19/juin/24 10:39,"Revue des points en pending sur la paie, planification séance du Jeudi",Explication en ligne,Appel WhatsApp,SERTEM,,Assistance,
Assistance - Explication en ligne - Gestionnaire de paie,OBCS-2842,Assistance,Terminé,,Vivien DAKPOGAN,8.41,19/juin/24 10:39,"Séance de débrief sur la paie, demande suppression fichier du personnel",Explication en ligne,Appel Téléphonique,SERTEM,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2841,Assistance,Terminé,,Vivien DAKPOGAN,10.49,19/juin/24 10:39,Rappel : Statuer sur la méthode à appliquer pour la mise à jour des écritures manuelles vs les budgets,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2840,Assistance,Terminé,,Vivien DAKPOGAN,0.13,19/juin/24 10:39,Appel pour confirmation du traitement du point sur les emails-Workflows,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2839,Assistance,Terminé,,Vivien DAKPOGAN,0.13,19/juin/24 10:39,Appel pour signifier le traitement du soucis Workflow,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2838,Assistance,Terminé,,Vivien DAKPOGAN,0.16,19/juin/24 10:39,Appel pour rassurer le client qu'un retour lui sera fait,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2837,Assistance,Terminé,,Vivien DAKPOGAN,1.03,19/juin/24 10:39,Raapel : Informer du bug sur les mails liés à la génération des workflows,Explication en ligne,Appel Téléphonique,MATRELEC,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2836,Assistance,Terminé,,Vivien DAKPOGAN,1.2,19/juin/24 10:39,Appel pour relancer sur points en pending : Test de données Déboursés + Process Achats,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2835,Assistance,Terminé,,Vivien DAKPOGAN,0.22,19/juin/24 10:39,Appel pour relancer sur le point des écritures manuelles,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2834,Assistance,Terminé,,Vivien DAKPOGAN,3.42,19/juin/24 10:39,Appel pour avoir une idée sur les saisies manuelles qui devraient être pris en compte dans le budget. A supprimer ou on trouverait une solution,Explication en ligne,Appel Téléphonique,ROCFED,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2832,Assistance,Terminé,,Vivien DAKPOGAN,0.53,19/juin/24 10:39,Appel pour confirmer l'envoi du nouveau Budget,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2831,Assistance,Terminé,,Vivien DAKPOGAN,2.43,19/juin/24 10:39,Appel pour expliquer le nouveau budget à envoyer,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Relance sur Bug en cours - Autres (Précisez dans la description) - Directeur Administratif et Financier,OBCS-2830,Assistance,Terminé,,Vivien DAKPOGAN,0.54,19/juin/24 10:39,En attente de traitement avec les IT - Relance sur le point de la caisse : Opération de versement espèce en banque avec Doublon dans le Grand-Livre,Autres (Précisez dans la description),Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Relance sur Bug en cours - Explication en ligne - Chef de Projet,OBCS-2809,Assistance,Terminé,,Vivien DAKPOGAN,0.33,19/juin/24 10:39,Rappel pour avoir le détail du BC à enregistrer posant un problème,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Bug en cours,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2802,Assistance,Terminé,,Vivien DAKPOGAN,1.38,19/juin/24 10:39,Appel pour confirmer l'envoi des données de paramétrages de base,Explication en ligne,Appel Téléphonique,CSCTICAO,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2801,Assistance,Terminé,,Vivien DAKPOGAN,2.29,19/juin/24 10:39,"Appel pour la revue de la paie de Juillet, Interpellation sur les références à revoir",Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2781,Assistance,Terminé,,Vivien DAKPOGAN,0.08,19/juin/24 10:39,Appel pour faire un retour sur le traitement du bug,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2780,Assistance,Terminé,,Vivien DAKPOGAN,0.4,19/juin/24 10:39,Appel pour mieux comprendre la provenance du bug,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2779,Assistance,Terminé,,Vivien DAKPOGAN,1.46,19/juin/24 10:39,Erreur en lançant la paie : Veuillez contactez l'administrateur,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2763,Assistance,Terminé,,Vivien DAKPOGAN,1.1,19/juin/24 10:38,Créer un poste et rattacher la catégorie,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-2755,Assistance,Terminé,,Vivien DAKPOGAN,2.26,19/juin/24 10:38,Appel pour planifier séance de travail,Explication en ligne,Appel Téléphonique,MYKA,,Autres,
Assistance - Redirection vers ressources OBC - Data Analyst,OBCS-2734,Assistance,Terminé,,Vivien DAKPOGAN,0.45,19/juin/24 10:38,Appel pour signaler message d'erreur au lancement du calcul de la paie,Redirection vers ressources OBC,Appel WhatsApp,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Responsable IT,OBCS-2732,Assistance,Terminé,,Vivien DAKPOGAN,3.18,19/juin/24 10:38,Appel pour relance sur la création des emails utilisateurs,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2731,Assistance,Terminé,,Vivien DAKPOGAN,0.21,19/juin/24 10:38,Rappel pour débrief + point formations,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-2730,Assistance,Terminé,,Vivien DAKPOGAN,1.03,19/juin/24 10:38,Formation de la nouvelle équipe Comptable,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Autres,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-2720,Assistance,Terminé,,Vivien DAKPOGAN,2.49,19/juin/24 10:38,Appel pour planifier un RDV de présentation OBC avec le Consultant travaillant sur les Process NOAH afin de lui présenter OBC,Explication en ligne,Appel Téléphonique,NOAH,,Autres,
Assistance - Explication en ligne - Responsable IT,OBCS-2719,Assistance,Terminé,,Vivien DAKPOGAN,1.48,19/juin/24 10:38,Appel pour avoir les adresses emails des nouveaux collaborateurs à créer,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2718,Assistance,Terminé,,Vivien DAKPOGAN,1.15,19/juin/24 10:38,Avoir plus de détails sur les points à traiter,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Relance sur Bug en cours - Explication en ligne - Data Analyst,OBCS-2717,Assistance,Terminé,,Vivien DAKPOGAN,0.43,19/juin/24 10:38,"Retour sur Bugs Stocks en cours, vérification",Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Bug en cours,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2716,Assistance,Terminé,,Vivien DAKPOGAN,0.46,19/juin/24 10:38,Appel pour avoir des informations sur le salariés pour lequel on fait l'Allocations congés,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-2715,Assistance,Terminé,,Vivien DAKPOGAN,5.34,19/juin/24 10:38,Aller pour revue Paramétrage Entité : Coefficient de congé et tests en ligne,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Relance sur Bug en cours - Explication en ligne - Directeur Administratif et Financier,OBCS-2714,Assistance,Terminé,,Vivien DAKPOGAN,0.57,19/juin/24 10:38,"Appel pour interpellation sur Soucis sur calcul d'Allocations de congés, après échange avec Joêl",Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Assistance - Explication en ligne - Comptable,OBCS-2692,Assistance,Terminé,,Vivien DAKPOGAN,3.23,19/juin/24 10:37,Revue des éléments variables qui ne s'enregistrent pas lors de la définition,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2691,Assistance,Terminé,,Vivien DAKPOGAN,1.15,19/juin/24 10:37,Problème pour enregistrer un personnel,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2690,Assistance,Terminé,,Vivien DAKPOGAN,3.12,19/juin/24 10:37,Appel pour avoir des infos sur la rubrique créée pour le rappel des salaires catégoriels,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Relance sur Requête en cours - Explication en ligne - Consultant Mission,OBCS-2688,Assistance,Terminé,,Vivien DAKPOGAN,2.01,19/juin/24 10:37,Relancer le consultant pour le Manuel des procédures - Mission I&P,Explication en ligne,Appel Téléphonique,M YAKICE,,Relance sur Requête en cours,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-2686,Assistance,Terminé,,Vivien DAKPOGAN,0.4,19/juin/24 10:37,Appel pour relancer pour les données de base pour les paramétrages,Explication en ligne,Appel Téléphonique,CSCTICAO,,Autres,
Relance sur Requête en cours - Explication en ligne - Directeur Logistique,OBCS-2678,Assistance,Terminé,,Vivien DAKPOGAN,15.51,19/juin/24 10:37,Echange sur la gestion des entrées en stock vs le choix des magasins,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Relance sur Requête en cours,
Assistance - Explication en ligne - Data Analyst,OBCS-2677,Assistance,Terminé,,Vivien DAKPOGAN,0.58,19/juin/24 10:37,Appel afin de notifier que la RAF prévoit faire un retour après vérification au niveau de la comptabilité,Explication en ligne,Appel Téléphonique,JOEL K PROPERTIES,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-2676,Assistance,Terminé,,Vivien DAKPOGAN,2.04,19/juin/24 10:37,Appel afin de notifier que nous n'avons pas eu le retour de la RAF comme convenu sur les imports et le RAN,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-2663,Assistance,Terminé,,Vivien DAKPOGAN,3.15,19/juin/24 10:37,Risque de modifier ou reprendre tous les calculs de paie de Janvier à Juillet 2023 en y intégrant le nouveau salaire de base,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Relance sur Bug en cours - Explication en ligne - Chef de Projet,OBCS-2659,Assistance,Terminé,,Vivien DAKPOGAN,7.42,19/juin/24 10:37,"Problème sur récupération de tickets au niveau de bon de commande impossible, relance pb stock",Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Bug en cours,
Assistance - Explication en ligne - Chef de Projet,OBCS-2658,Assistance,Terminé,,Vivien DAKPOGAN,1.19,19/juin/24 10:37,Retour sur Bug/requête signalée qui devrait être pris en compte dans les Dev,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Relance sur Requête en cours - Explication en ligne - Chef de Projet,OBCS-2657,Assistance,Terminé,,Vivien DAKPOGAN,6.07,19/juin/24 10:37,Toutes les utilisateurs de la liste reçoivent les notifications pour lesquels ils ne sont pas émetteurs ou qu'ils ne devraient pas voir,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Assistance - Explication en ligne - Directeur Logistique,OBCS-2656,Assistance,Terminé,,Vivien DAKPOGAN,9.26,19/juin/24 10:37,Echange sur la demande d'intégration/de modification du magasin à l'enregistrement d'un bordereau d'entrée,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Relance sur Requête en cours - Explication en ligne - Chef de Projet,OBCS-2631,Assistance,Terminé,,Vivien DAKPOGAN,3.03,19/juin/24 10:36,Echanges sur état d'avancement déboursés + points en cours,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Assistance - Explication en ligne - Chef de Projet,OBCS-2630,Assistance,Terminé,,Vivien DAKPOGAN,2.16,19/juin/24 10:36,Relance sur Retour mail après notre proposition d'offres,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-2628,Assistance,Terminé,,Vivien DAKPOGAN,2.37,19/juin/24 10:36,Relance sur la possibilité de définir sa propre comptabilité en définissant ses propres comptes,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Relance sur Bug en cours - Explication en ligne - Data Analyst,OBCS-2623,Assistance,Terminé,,Vivien DAKPOGAN,2.12,19/juin/24 10:36,Relance sur les sujets en Pending : Stocks,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Bug en cours,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-2618,Assistance,Terminé,,Vivien DAKPOGAN,2.17,19/juin/24 10:36,Planification séance de travail pour mise en route OBC,Explication en ligne,Appel Téléphonique,MYKA,,Autres,
